[16:54:52] [main/INFO]: ModLauncher running: args [--username, UGOTMAIL, --version, forge-43.2.8, --gameDir, C:\Users\athac\curseforge\minecraft\Instances\Valhelsia 5, --assetsDir, C:\Users\athac\curseforge\minecraft\Install\assets, --assetIndex, 1.19, --uuid, 4c118650628447d4ad2277ffc5ee64e3, --accessToken, ????????, --clientId, NzY0Njc5NTItMzU0MS00NWJkLWExZTktOTcwMTIyMGY2OGU5, --xuid, 2533274924334437, --userType, msa, --versionType, release, --width, 854, --height, 480, --launchTarget, forgeclient, --fml.forgeVersion, 43.2.8, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853]
[16:54:52] [main/INFO]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 17.0.3 by Microsoft; OS Windows 10 arch amd64 version 10.0
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.sullysmod.smoothed_rough_jade was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.sullysmod.rough_jade_tile was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.sullysmod.polished_jade_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.sullysmod.polished_small_jade_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.sullysmod.polished_jade_shingle was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.sullysmod.polished_jade_tile was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.copper_shingle was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.exposed_copper_shingle was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.weathered_copper_shingle was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.oxidized_copper_shingle was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.waxed_copper_shingle was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.waxed_exposed_copper_shingle was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.waxed_weathered_copper_shingle was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.waxed_oxidized_copper_shingle was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.copper_tile was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.exposed_copper_tile was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.weathered_copper_tile was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.oxidized_copper_tile was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.waxed_copper_tile was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.waxed_exposed_copper_tile was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.waxed_weathered_copper_tile was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.waxed_oxidized_copper_tile was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.cut_granite was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.polished_cut_granite was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.cut_granite_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.small_granite_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.cut_diorite was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.polished_cut_diorite was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.cut_diorite_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.small_diorite_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.cut_andesite was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.polished_cut_andesite was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.cut_andesite_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.small_andesite_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.cut_calcite was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.polished_cut_calcite was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.cut_calcite_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.small_calcite_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.cut_dripstone was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.polished_cut_dripstone was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.cut_dripstone_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.small_dripstone_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.cut_deepslate was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.polished_cut_deepslate was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.cut_deepslate_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.small_deepslate_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.cut_tuff was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.polished_cut_tuff was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.cut_tuff_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.small_tuff_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.cut_asurine was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.polished_cut_asurine was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.cut_asurine_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.small_asurine_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.cut_crimsite was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.polished_cut_crimsite was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.cut_crimsite_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.small_crimsite_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.cut_limestone was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.polished_cut_limestone was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.cut_limestone_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.small_limestone_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.cut_ochrum was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.polished_cut_ochrum was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.cut_ochrum_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.small_ochrum_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.cut_scoria was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.polished_cut_scoria was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.cut_scoria_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.small_scoria_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.cut_scorchia was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.polished_cut_scorchia was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.cut_scorchia_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.small_scorchia_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.cut_veridium was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.polished_cut_veridium was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.cut_veridium_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.create.small_veridium_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.worn_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.worn_brick_tiles was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.worn_long_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.worn_short_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.cracked_worn_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.cracked_worn_brick_tiles was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.cracked_worn_long_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.cracked_worn_short_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.mossy_worn_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.mossy_worn_brick_tiles was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.mossy_worn_long_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.mossy_worn_short_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.red_brick_tiles was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.red_long_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.red_short_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.cracked_red_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.cracked_red_brick_tiles was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.cracked_red_long_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.cracked_red_short_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.mossy_red_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.mossy_red_brick_tiles was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.mossy_red_long_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.mossy_red_short_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.pearl_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.pearl_brick_tiles was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.pearl_long_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.pearl_short_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.cracked_pearl_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.cracked_pearl_brick_tiles was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.cracked_pearl_long_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.cracked_pearl_short_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.mossy_pearl_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.mossy_pearl_brick_tiles was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.mossy_pearl_long_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.mossy_pearl_short_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.blue_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.blue_brick_tiles was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.blue_long_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.blue_short_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.cracked_blue_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.cracked_blue_brick_tiles was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.cracked_blue_long_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.cracked_blue_short_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.mossy_blue_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.mossy_blue_brick_tiles was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.mossy_blue_long_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.mossy_blue_short_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.dean_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.dean_brick_tiles was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.dean_long_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.dean_short_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.cracked_dean_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.cracked_dean_brick_tiles was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.cracked_dean_long_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.cracked_dean_short_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.mossy_dean_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.mossy_dean_brick_tiles was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.mossy_dean_long_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.mossy_dean_short_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.dusk_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.dusk_brick_tiles was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.dusk_long_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.dusk_short_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.cracked_dusk_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.cracked_dusk_brick_tiles was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.cracked_dusk_long_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.cracked_dusk_short_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.mossy_dusk_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.mossy_dusk_brick_tiles was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.mossy_dusk_long_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.mossy_dusk_short_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.scarlet_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.scarlet_brick_tiles was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.scarlet_long_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.scarlet_short_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.cracked_scarlet_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.cracked_scarlet_brick_tiles was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.cracked_scarlet_long_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.cracked_scarlet_short_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.mossy_scarlet_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.mossy_scarlet_brick_tiles was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.mossy_scarlet_long_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.createdeco.mossy_scarlet_short_bricks was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.environmental was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.environmental.smooth_mud was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.environmental.grass_thatch was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.environmental.cattail_thatch was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.environmental.duckweed_thatch was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.environmental.willow was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.environmental.cherry was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.environmental.wisteria was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.savage_and_ravage was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.savage_and_ravage.gloomy_tile was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks.terracotta was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks.white_terracotta was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks.orange_terracotta was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks.magenta_terracotta was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks.light_blue_terracotta was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks.yellow_terracotta was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks.lime_terracotta was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks.pink_terracotta was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks.gray_terracotta was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks.light_gray_terracotta was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks.cyan_terracotta was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks.purple_terracotta was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks.blue_terracotta was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks.brown_terracotta was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks.green_terracotta was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks.red_terracotta was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks.black_terracotta was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks.terracotta_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks.white_terracotta_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks.orange_terracotta_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks.magenta_terracotta_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks.light_blue_terracotta_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks.yellow_terracotta_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks.lime_terracotta_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks.pink_terracotta_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks.gray_terracotta_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks.light_gray_terracotta_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks.cyan_terracotta_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks.purple_terracotta_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks.blue_terracotta_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks.brown_terracotta_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks.green_terracotta_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks.red_terracotta_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.clayworks.black_terracotta_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.upgrade_aquatic was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.upgrade_aquatic.beachgrass_thatch was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.upgrade_aquatic.luminous_prismarine was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.upgrade_aquatic.tooth_brick was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.upgrade_aquatic.scute_shingle was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.upgrade_aquatic.scute_pavement was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.upgrade_aquatic.coralstone was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.upgrade_aquatic.bubble_coralstone was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.upgrade_aquatic.horn_coralstone was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.upgrade_aquatic.tube_coralstone was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.upgrade_aquatic.brain_coralstone was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.upgrade_aquatic.fire_coralstone was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.upgrade_aquatic.acan_coralstone was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.upgrade_aquatic.finger_coralstone was corrected from null to its default, true. 
[16:55:43] [Render thread/WARN]: Incorrect key types.cut_block_type.upgrade_aquatic.star_coralstone was corrected from null to its default, true. 
